id,area,srtm_mean,srtm_stdev,srtm_min,srtm_max,10m_mean,10m_stdev,10m_min,10m_max,slope_mean,slope_stde,slope_min,slope_max
1,871309.43715,2277.979088872290000,270.455822759636000,0.000000000000000,2467.000000000000000,2313.417006885300000,82.296581597366000,2166.324707031250000,2504.042968750000000,22.029695609009200,12.202953699544000,0.428212881088257,71.872306823730400
2,175680.97261,2135.801498127340000,40.662052881920400,2077.000000000000000,2266.000000000000000,2140.040496215470000,42.365840515399600,2076.490234375000000,2278.033203125000000,23.682940615849000,11.778531143080100,0.315880745649338,59.167453765869100
3,821890.90711,1989.460683081810000,407.061589994802000,0.000000000000000,2333.000000000000000,2077.512540878320000,99.176829986215100,1867.128173828120000,2356.693847656250000,26.498500146993900,12.037155552424800,0.194537475705147,72.767410278320300
4,248383.18123,2260.241469816270000,245.998099691659000,0.000000000000000,2487.000000000000000,2288.523391282050000,84.211440039524100,2184.033203125000000,2504.429199218750000,28.082176819299900,11.315400946200800,0.638376832008362,73.401840209960900
5,644690.65157,1763.690380761520000,849.704201347286000,0.000000000000000,2470.000000000000000,2197.203558056700000,120.404127127114000,1991.899047851560000,2498.456298828120000,35.282224202118100,13.696656912621600,0.386991769075394,77.728111267089800
6,563935.72814,1902.207134637510000,781.961352392138000,0.000000000000000,2361.000000000000000,2223.198549518730000,72.905938490293800,2006.722900390620000,2380.201171875000000,36.422110770112500,14.509159152811900,0.650330603122711,78.509346008300700
7,161420.69328,2134.642276422760000,71.981042002919200,2037.000000000000000,2302.000000000000000,2141.514104361290000,81.062462031954300,2042.756835937500000,2345.838623046870000,34.551186565302800,15.080670785846600,0.634346365928650,69.962333679199200
8,1035342.96795,1707.515341264870000,997.615451539813000,0.000000000000000,2490.000000000000000,2289.244971139510000,109.049490208203000,2036.571777343750000,2524.306396484370000,38.570967923610100,12.066722965778300,0.456924378871918,74.214958190917900
9,421769.69504,2156.589586523730000,604.056917504700000,0.000000000000000,2497.000000000000000,2332.729570539330000,70.583674598560200,2180.495361328120000,2522.171875000000000,38.471727992183400,11.450710591107500,1.160249114036560,71.810241699218700
10,345560.46940,2243.804143126170000,45.462710675129700,2165.000000000000000,2369.000000000000000,2246.550172628670000,48.058105097215600,2151.812011718750000,2387.518066406250000,31.486672992437900,13.703224767020300,0.064789026975632,72.711532592773400
11,881662.56198,1999.859985261600000,593.271896069235000,0.000000000000000,2326.000000000000000,2176.072936367200000,80.380149838548000,1891.834716796870000,2367.583251953120000,36.552427904734700,13.140582594370100,0.631660997867584,78.529022216796800
12,446975.43960,2303.052023121380000,64.351456940444100,2184.000000000000000,2454.000000000000000,2306.930486356550000,66.770399828704300,2169.387207031250000,2460.266845703120000,27.721969347945200,11.666103638529100,1.080790042877190,61.559688568115200
